Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2015,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"395,018",72.5
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"3,116,829",16.3
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,101,226",16.4
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),"15,603",39.7
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),305,10.7
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),260,11.2
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),45,22
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"1,162,158",23
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,160,657",23
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),"1,501",32.1
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"33,828,414",19.4
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"33,774,594",19.5
CENSUS,2014,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),"53,820",35.3
CENSUS,2014,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),245,20.5
CENSUS,2014,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),245,20.6
CENSUS,2014,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),3,20.9
CENSUS,2014,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,20.7
CENSUS,2014,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),31,36.6
CENSUS,2014,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),31,36.6
CENSUS,2014,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"3,364",19.7
CENSUS,2014,YEAR,,STATE,CONNECTICUT,9,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,364",19.8
CENSUS,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),2,69.6
CENSUS,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,(H)
CENSUS,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,ILLINOIS,17,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),550,(H)
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),3,69.6
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,(H)
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),2,90.5
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),184,(H)
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,INDIANA,18,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),430,96.9
CENSUS,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),430,96.9
CENSUS,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),4,89
CENSUS,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,89
CENSUS,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),160,98
CENSUS,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),160,98
CENSUS,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),680,90.3
CENSUS,2014,YEAR,,STATE,IOWA,19,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),680,90.3
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"1,428,193",20.5
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,420,993",20.6
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),"7,200",73.6
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),62,20.9
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),56,20.7
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),6,49.9
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"573,034",36.6
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"572,644",36.6
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),390,56.4
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"13,916,500",19.7
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"13,902,926",19.8
CENSUS,2014,YEAR,,STATE,MAINE,23,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),"13,574",71.6
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"11,040",20.5
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),9,20.9
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7,20.7
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),2,49.9
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"116,704",19.7
CENSUS,2014,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"116,704",19.8
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),4,69.6
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,(H)
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),2,90.5
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,MICHIGAN,26,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),4,(H)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),2,(H)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),2,(H)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),440,(H)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),"19,484",(H)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,MINNESOTA,27,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - NUMBER OF TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),450,73.6
CENSUS,2014,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),13,20.9
CENSUS,2014,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7,20.7
CENSUS,2014,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - OPERATIONS WITH TAPS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),6,49.9
CENSUS,2014,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
CENSUS,2014,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
CENSUS,2014,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - PRODUCTION, MEASURED IN GALLONS",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA EXEMPT),30,56.4
CENSUS,2014,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,MAPLE SYRUP,"MAPLE SYRUP, ORGANIC - SALES, MEASURED IN $",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT), (D),(D)
